ID,gene,t,P.Value,F1,CHR,MAPINFO,Strand,Type,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,logFC,AveExpr
cg00840332,LEP,19.52660584,4.63E-71,0.933701657,7,127881269,R,I,TSS200,island,TSS200-island,chr7:127880750-127881375,,,,,,0.408166634,0.519440599
cg05787556,TLX3,19.52566974,4.69E-71,0.889047449,5,170735186,R,II,TSS1500,island,TSS1500-island,chr5:170735169-170739863,,TRUE,,,,0.34640738,0.535919263
cg19951298,GCM2,19.52113364,4.99E-71,0.909660458,6,10883054,R,II,TSS1500,island,TSS1500-island,chr6:10882926-10883149,,,,,,0.333493031,0.423752277
cg00005112,WWP2,19.50612106,6.14E-71,0.962288316,16,69958840,F,II,TSS200,opensea,TSS200-opensea,,TRUE,TRUE,low-CpG:68516280-68516417,,,0.33119065,0.737752603
cg23837109,PLAU,19.47238247,9.76E-71,0.882557562,10,75670435,R,II,TSS1500,shore,TSS1500-shore,chr10:75670696-75671379,TRUE,,,,,0.221954276,0.795277788
cg09427311,ANGPTL2,19.45242727,1.28E-70,0.888599349,9,129885730,R,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.366788557,0.578815987
cg18104285,PIK3R1,19.44893434,1.35E-70,0.80002639,5,67522442,F,II,TSS200,opensea,TSS200-opensea,,,,,,,0.094037949,0.929318599
cg00044665,CDH5,19.42950198,1.76E-70,0.818085669,16,66400411,F,II,TSS200,opensea,TSS200-opensea,,,,,,,0.400148156,0.598670245
cg06998282,ENPP2,19.39919227,2.66E-70,0.969719673,8,120651398,F,II,TSS1500,opensea,TSS1500-opensea,,TRUE,TRUE,,,,0.485711464,0.637000948
cg06232807,SALL1,19.37716075,3.60E-70,0.883977901,16,51185132,F,II,TSS1500,island,TSS1500-island,chr16:51183699-51188763,TRUE,,,,,0.409059081,0.648853096
cg07071036,FCGRT,19.34397339,5.68E-70,0.894984998,19,50014987,F,II,TSS1500,shore,TSS1500-shore,chr19:50016531-50016851,,,,,,0.315574113,0.599661075
cg21232625,COL11A2,19.27247779,1.51E-69,0.834333696,6,33161394,R,II,TSS1500,shore,TSS1500-shore,chr6:33159991-33160263,TRUE,,,,,0.366245375,0.558125076
cg00421624,SLC27A3,19.23025467,2.69E-69,0.886674969,1,153746588,R,II,TSS1500,shore,TSS1500-shore,chr1:153747655-153748698,,,,,,0.337994895,0.791644947
cg13282837,TCL1A,19.17557592,5.67E-69,0.847058824,14,96180648,R,II,TSS200,island,TSS200-island,chr14:96180256-96180848,,,,,,0.259163778,0.719115384
cg00170236,MIR25,19.16214687,6.82E-69,0.942812446,7,99691604,F,I,TSS1500,opensea,TSS1500-opensea,,,,,rs72631827,,0.198565778,0.836724887
cg01266287,RRAD,19.15965495,7.05E-69,0.812513924,16,66959833,F,II,TSS1500,shore,TSS1500-shore,chr16:66958733-66959655,TRUE,,,,,0.168918278,0.831220456
cg15702185,MIRLET7A3,19.14101382,9.09E-69,0.886075949,22,46507771,R,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.22960689,0.61840699
cg23366166,FEZ1,19.13820664,9.45E-69,0.929723695,11,125366506,R,II,TSS1500,shore,TSS1500-shore,chr11:125365137-125366319,TRUE,,,,,0.315440984,0.668479564
cg19619405,ADAMTS20,19.12475612,1.13E-68,0.896867236,12,43945892,F,I,TSS200,island,TSS200-island,chr12:43944719-43946285,,,,rs275603,rs71455455,0.445127076,0.510165688
cg18557131,ZIC5,19.11927093,1.22E-68,0.893499308,13,100624207,F,I,TSS200,island,TSS200-island,chr13:100620241-100624348,,,,,rs35594976,0.351511432,0.425230444
cg04574090,KCNE3,18.99166753,6.95E-68,0.903736714,11,74178749,F,II,TSS200,island,TSS200-island,chr11:74178175-74178801,,TRUE,,,,0.425013927,0.523479661
cg13783323,EXTL1,18.976685,8.51E-68,0.847633588,1,26347092,F,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.219979651,0.704411757
cg20902783,NDRG2,18.96800257,9.58E-68,0.870410892,14,21494071,R,II,TSS1500,island,TSS1500-island,chr14:21492735-21494270,TRUE,,,,,0.385202475,0.549822016
cg23851167,EEF1A2,18.9669158,9.72E-68,0.888974408,20,62131189,F,I,TSS1500,shelf,TSS1500-shelf,chr20:62127243-62127735,,,,,,0.213715957,0.726275878
cg04118306,NEFM,18.93652507,1.47E-67,0.877637131,8,24772350,F,I,TSS200,island,TSS200-island,chr8:24770908-24772547,TRUE,,,,,0.33944534,0.364256518
cg12163845,HAPLN4,18.91731097,1.91E-67,0.910943833,19,19373739,F,I,TSS200,shore,TSS200-shore,chr19:19371675-19372393,,,,,,0.232041258,0.429670109
cg25952581,HOXA4,18.90632807,2.21E-67,0.885154062,7,27170961,R,II,TSS1500,shore,TSS1500-shore,chr7:27169572-27170638,TRUE,TRUE,,,,0.35158194,0.514731752
cg08260891,CTSA,18.89179594,2.69E-67,0.805163269,20,44518802,F,II,TSS1500,shore,TSS1500-shore,chr20:44518897-44520361,,,,rs3817731,,0.405872688,0.546327515
cg04851268,GHSR,18.86401328,3.93E-67,0.918150725,3,172167445,R,II,TSS1500,shore,TSS1500-shore,chr3:172167526-172167866,TRUE,TRUE,,,,0.377742165,0.567247535
cg25493589,CCK,18.78627931,1.13E-66,0.906336088,3,42307193,F,II,TSS1500,island,TSS1500-island,chr3:42306149-42307520,,,,,,0.317554915,0.596325412
cg25117600,SLC2A9,18.7763418,1.29E-66,0.832548568,4,10023201,R,II,TSS200,shelf,TSS200-shelf,chr4:10020481-10021026,,,,,,0.268431392,0.712933338
cg13561879,UNC5D,18.74380445,2.00E-66,0.897185846,8,35092687,R,II,TSS1500,island,TSS1500-island,chr8:35092679-35093559,,,,,,0.372842963,0.624286858
cg25802093,SPAG6,18.74097499,2.08E-66,0.848948375,10,22634038,F,II,TSS1500,island,TSS1500-island,chr10:22634000-22634862,,,,,,0.297629596,0.577113365
cg16963144,FOXA2,18.73491126,2.25E-66,0.930481283,20,22566976,R,I,TSS1500,island,TSS1500-island,chr20:22566821-22567055,TRUE,,,,,0.405495241,0.471820202
cg26814075,LEP,18.71882134,2.80E-66,0.907934673,7,127881298,R,I,TSS200,island,TSS200-island,chr7:127880750-127881375,,,,,,0.287728016,0.582805325
cg13382769,MAGI2,18.69628229,3.80E-66,0.822480377,7,79084078,F,II,TSS1500,shore,TSS1500-shore,chr7:79082174-79082427,,,,,,0.39980795,0.544216519
cg22562942,NEFM,18.66571921,5.74E-66,0.856484297,8,24772309,R,I,TSS200,island,TSS200-island,chr8:24770908-24772547,TRUE,,,,,0.298848858,0.460397819
cg07790615,RYR2,18.64770234,7.31E-66,0.933333333,1,237205174,R,I,TSS1500,island,TSS1500-island,chr1:237205126-237206644,TRUE,,,,,0.476049757,0.501618299
cg14456683,ZIC1,18.6362013,8.54E-66,0.806154822,3,147127010,R,II,TSS200,island,TSS200-island,chr3:147126988-147128999,TRUE,,,,,0.319921073,0.652311638
cg20996682,MAGI2,18.62881326,9.44E-66,0.842824601,7,79084048,F,II,TSS1500,shore,TSS1500-shore,chr7:79082174-79082427,,,,,,0.383761176,0.50149953
cg02082083,PLA2G5,18.55978438,2.39E-65,0.881866937,1,20396560,F,II,TSS200,opensea,TSS200-opensea,,,,,,,0.314584014,0.548615765
cg19188306,LAYN,18.55152962,2.67E-65,0.903885021,11,111410935,R,II,TSS1500,island,TSS1500-island,chr11:111410932-111412199,TRUE,,,,,0.287433624,0.546140786
cg09238180,HOXD8,18.54330987,2.98E-65,0.911564626,2,176993632,F,I,TSS1500,island,TSS1500-island,chr2:176993479-176995557,TRUE,TRUE,,,,0.406445164,0.439945913
cg07658590,SLC19A1,18.52118524,4.02E-65,0.852095691,21,46963587,F,II,TSS1500,shore,TSS1500-shore,chr21:46961668-46963078,,,,rs36230814,,0.245432462,0.708209083
cg09419444,WWP2,18.50746021,4.83E-65,0.869406393,16,69958792,R,I,TSS200,opensea,TSS200-opensea,,TRUE,TRUE,low-CpG:68516280-68516417,,,0.316952481,0.580863255
cg06325209,DDR2,18.46244818,8.85E-65,0.976945245,1,162602217,F,II,TSS200,opensea,TSS200-opensea,,,,low-CpG:160868822-160868971,,,0.339272452,0.762892841
cg11015251,HOXA4,18.45741069,9.46E-65,0.892318737,7,27170554,F,I,TSS200,island,TSS200-island,chr7:27169572-27170638,TRUE,TRUE,,rs10225507,,0.33543219,0.549425518
cg01966117,STAB1,18.44601041,1.10E-64,0.830981595,3,52528714,F,I,TSS1500,opensea,TSS1500-opensea,,TRUE,TRUE,,,,0.135699296,0.728766054
cg01146232,SALL1,18.4342556,1.29E-64,0.810906935,16,51185147,F,II,TSS1500,island,TSS1500-island,chr16:51183699-51188763,TRUE,,,,,0.442725623,0.565351154
cg23994043,SATB2,18.43037984,1.36E-64,0.916666667,2,200326725,R,I,TSS1500,island,TSS1500-island,chr2:200320502-200329681,,,,,,0.281695496,0.575854095
cg04562491,DTX1,18.40328674,1.96E-64,0.875011668,12,113495386,F,II,TSS1500,island,TSS1500-island,chr12:113494389-113495534,TRUE,,,,,0.207031638,0.664842664
cg13247398,DGKZ,18.39436674,2.20E-64,0.888888889,11,46366840,R,I,TSS200,shore,TSS200-shore,chr11:46366876-46367101,,,,,,0.166527294,0.695673632
cg02254461,CSRNP1,18.39335698,2.23E-64,0.892331343,3,39195904,F,II,TSS1500,shore,TSS1500-shore,chr3:39194241-39195359,,,,,,0.285443868,0.780124045
cg25647583,FES,18.38166395,2.61E-64,0.888509942,15,91427184,F,II,TSS1500,shore,TSS1500-shore,chr15:91427540-91427905,TRUE,,,,,0.32451846,0.669755839
cg11171811,LTBP3,18.33208642,5.08E-64,0.970760234,11,65326725,R,II,TSS1500,shore,TSS1500-shore,chr11:65325081-65326209,,,,,,0.151731716,0.886281358
cg23519626,P4HA3,18.27571518,1.08E-63,0.883929077,11,74022930,F,II,TSS1500,shore,TSS1500-shore,chr11:74022428-74022703,TRUE,TRUE,,rs80073258,,0.346335548,0.569514055
cg02285920,JAK3,18.27354108,1.11E-63,0.850668851,19,17958956,F,II,TSS200,shore,TSS200-shore,chr19:17958490-17958808,TRUE,TRUE,,,,0.323656353,0.604936959
cg10397440,PENK,18.25038463,1.51E-63,0.895977809,8,57359258,R,I,TSS1500,island,TSS1500-island,chr8:57358126-57359415,,,high-CpG:57521704-57521864,,,0.270688737,0.335753787
cg03773647,YPEL4,18.24721634,1.58E-63,0.823630137,11,57417949,R,II,TSS1500,shelf,TSS1500-shelf,chr11:57414400-57414664,,,,,,0.30549954,0.676799184
cg03783663,KLHL1,18.23635951,1.83E-63,0.932799443,13,70682628,R,I,TSS200,shore,TSS200-shore,chr13:70681732-70682219,,,,,,0.307109458,0.513511953
cg20801476,EVX1,18.22842323,2.03E-63,0.860214384,7,27281465,R,II,TSS1500,shore,TSS1500-shore,chr7:27282086-27283136,,TRUE,,,,0.264488075,0.710570299
cg08481075,COL11A2,18.19869766,3.02E-63,0.923504868,6,33161328,F,I,TSS1500,island,TSS1500-island,chr6:33160945-33161337,TRUE,,,rs13437061,,0.420385863,0.570090452
cg09440270,CYP26C1,18.18809925,3.48E-63,0.864920663,10,94820086,F,II,TSS1500,island,TSS1500-island,chr10:94820026-94823252,,,,,,0.19930617,0.640541671
cg16185834,VSX1,18.18269502,3.74E-63,0.901098901,20,25062819,R,I,TSS200,island,TSS200-island,chr20:25061761-25062928,TRUE,,,,,0.293783631,0.489165011
cg05544396,RRAD,18.17956168,3.90E-63,0.842425163,16,66959780,R,II,TSS1500,shore,TSS1500-shore,chr16:66958733-66959655,TRUE,,,,,0.257775795,0.620083866
cg24182521,PLTP,18.12217144,8.37E-63,0.815784575,20,44541013,F,II,TSS1500,shore,TSS1500-shore,chr20:44539729-44540099,TRUE,,,,,0.391762583,0.582876953
cg22463915,EEF1A2,18.1148504,9.22E-63,0.862728328,20,62131260,F,II,TSS1500,shelf,TSS1500-shelf,chr20:62127243-62127735,,,,rs12479532,,0.210745065,0.79168
cg17022727,MIR25,18.02255612,3.15E-62,0.900058445,7,99691652,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,rs72631827,0.216412261,0.800087567
cg03238581,CSPG4,17.99147492,4.75E-62,0.850632911,15,76006143,F,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,rs78498387,0.268828804,0.741659093
cg10359157,DLEU7,17.990801,4.80E-62,0.80239093,13,51418020,R,I,TSS200,island,TSS200-island,chr13:51417371-51418149,,,,,,0.181143474,0.798418231
cg00765128,NKAPL,17.98310094,5.31E-62,0.884852416,6,28226905,F,II,TSS200,shore,TSS200-shore,chr6:28226979-28227483,,,,,,0.288690259,0.618013489
cg10184889,CA3,17.96171882,7.05E-62,0.888888889,8,86350919,F,I,TSS200,island,TSS200-island,chr8:86350765-86351196,,,,,,0.350640598,0.392390948
cg06550984,PTF1A,17.89738468,1.65E-61,0.89387705,10,23480002,R,II,TSS1500,shore,TSS1500-shore,chr10:23480697-23482455,,,,,,0.380882221,0.568217901
cg26405020,FES,17.88897745,1.85E-61,0.871715241,15,91427363,F,II,TSS1500,shore,TSS1500-shore,chr15:91427540-91427905,TRUE,,,,,0.373747707,0.543356127
cg04910970,PRDM13,17.88791889,1.88E-61,0.848120301,6,100053930,F,II,TSS1500,shore,TSS1500-shore,chr6:100054686-100054988,,,,,,0.255094973,0.733230902
cg15133719,PAX3,17.86408273,2.57E-61,0.813534189,2,223163804,R,II,TSS200,island,TSS200-island,chr2:223162946-223163912,TRUE,,,,,0.37913391,0.57322908
cg22600043,RSPO2,17.84591385,3.27E-61,0.888888889,8,109095991,R,I,TSS200,shore,TSS200-shore,chr8:109094485-109095849,TRUE,,,,,0.311553699,0.405206722
cg01295203,PRDM14,17.81635701,4.83E-61,0.881439036,8,70984199,F,II,TSS1500,island,TSS1500-island,chr8:70981873-70984888,,,,,,0.371038857,0.522709487
cg18081863,FCGRT,17.79737854,6.21E-61,0.841641747,19,50015527,F,II,TSS200,shore,TSS200-shore,chr19:50016531-50016851,TRUE,,,,,0.317351864,0.599147425
cg02595219,KCNE3,17.782473,7.55E-61,0.820800574,11,74178761,F,II,TSS200,island,TSS200-island,chr11:74178175-74178801,,TRUE,,,,0.369268102,0.616262214
cg22178613,SFRP2,17.74311286,1.27E-60,0.908594816,4,154710499,R,I,TSS1500,island,TSS1500-island,chr4:154709512-154710827,,,,,,0.368649344,0.436386803
cg24866717,PSPN,17.7332561,1.45E-60,0.901867773,19,6375866,F,II,TSS200,shelf,TSS200-shelf,chr19:6372722-6373218,,,,,,0.17180681,0.769324102
cg04321618,HOXA4,17.71693638,1.79E-60,0.84189911,7,27170880,R,II,TSS1500,shore,TSS1500-shore,chr7:27169572-27170638,TRUE,TRUE,,,rs73288595,0.337484186,0.461324399
cg04611203,CPXM1,17.68248729,2.82E-60,0.896551724,20,2781438,R,II,TSS200,island,TSS200-island,chr20:2780978-2781497,TRUE,,,,,0.395272372,0.477792056
cg03491584,JAK3,17.665439,3.53E-60,0.888426046,19,17958961,F,II,TSS200,shore,TSS200-shore,chr19:17958490-17958808,,TRUE,,,,0.335260356,0.491175386
cg21988119,JAK3,17.66000939,3.79E-60,0.867578508,19,17958937,F,II,TSS200,shore,TSS200-shore,chr19:17958490-17958808,TRUE,TRUE,,,,0.309552548,0.60383331
cg03138446,SLC27A3,17.61126641,7.20E-60,0.901098901,1,153746880,R,II,TSS1500,shore,TSS1500-shore,chr1:153747655-153748698,,,,,,0.157218617,0.893271756
cg16516248,WWP2,17.60233208,8.09E-60,0.821655015,16,69958626,F,II,TSS1500,opensea,TSS1500-opensea,,TRUE,TRUE,,,,0.299134522,0.76814367
cg17560929,COL11A2,17.5700968,1.24E-59,0.891249065,6,33161589,F,II,TSS1500,shore,TSS1500-shore,chr6:33159991-33160263,TRUE,,,,,0.224785862,0.762587926
cg02762440,CARTPT,17.56341568,1.35E-59,0.917456022,5,71014792,R,I,TSS200,shore,TSS200-shore,chr5:71014917-71015715,,,,,,0.259347373,0.385039229
cg16651126,HOXA4,17.55640871,1.48E-59,0.895757034,7,27170552,F,I,TSS200,island,TSS200-island,chr7:27169572-27170638,TRUE,TRUE,,rs10225507,,0.318004352,0.499274433
cg08614290,VIPR2,17.52435907,2.25E-59,0.862126246,7,158938491,F,II,TSS1500,island,TSS1500-island,chr7:158936507-158938492,,,,,,0.343494807,0.584867936
cg09649610,GNG4,17.49952223,3.12E-59,0.909838508,1,235814039,F,II,TSS1500,island,TSS1500-island,chr1:235811841-235814066,,,,rs80114549,,0.446328357,0.545179454
cg07536847,PAX7,17.47286491,4.42E-59,0.881118881,1,18957232,R,I,TSS1500,island,TSS1500-island,chr1:18956895-18959829,,TRUE,,,,0.333323206,0.463062255
cg24996565,TCL1A,17.45152816,5.84E-59,0.882075472,14,96180643,R,I,TSS200,island,TSS200-island,chr14:96180256-96180848,,,,,,0.288941621,0.435504469
cg01537995,FLRT2,17.43760135,7.01E-59,0.90260631,14,85996352,F,II,TSS200,shore,TSS200-shore,chr14:85996494-85996958,,,high-CpG:85066099-85066447,,,0.415480817,0.487291584
cg13227481,DES,17.40086082,1.13E-58,0.876632801,2,220282946,R,I,TSS200,shore,TSS200-shore,chr2:220283200-220283750,TRUE,TRUE,,,,0.209738639,0.627135669
cg16399049,HS3ST2,17.38074271,1.47E-58,0.863052919,16,22825843,F,I,TSS200,island,TSS200-island,chr16:22824616-22826459,TRUE,,,,,0.288546527,0.371208426
cg07434271,PAX6,17.34032441,2.50E-58,0.91598916,11,31840698,R,I,TSS1500,shore,TSS1500-shore,chr11:31841315-31842003,,,,,,0.304028183,0.40464331
cg09287359,LGALS7B,17.32007522,3.25E-58,0.856304985,19,39279408,F,II,TSS1500,shore,TSS1500-shore,chr19:39281367-39283662,,,,rs76230661,,0.188653243,0.66123626
cg09538129,MIR25,17.31722518,3.37E-58,0.909473684,7,99691888,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,0.196968487,0.778630756
cg07274618,GALR2,17.31631013,3.41E-58,0.910081744,17,74070698,R,I,TSS200,island,TSS200-island,chr17:74070404-74073530,,,,,,0.265353234,0.387784815
cg18560204,BNC1,17.28132872,5.38E-58,0.892491878,15,83953709,F,I,TSS1500,island,TSS1500-island,chr15:83951980-83953930,TRUE,,,,,0.286918812,0.47608808
cg14502484,SLC6A3,17.26228836,6.89E-58,0.871030137,5,1446208,F,I,TSS1500,island,TSS1500-island,chr5:1444678-1446648,TRUE,,,rs2735852,,0.378089064,0.442745732
cg01345315,ADAMTS20,17.26121997,6.99E-58,0.909422492,12,43945998,F,II,TSS1500,island,TSS1500-island,chr12:43944719-43946285,,,,rs275604,,0.361901315,0.49210993
cg00222053,GHRH,17.25637839,7.45E-58,0.901119403,20,35886417,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,0.160190568,0.882609333
cg27429080,DNM3,17.22516903,1.12E-57,0.923076923,1,171810300,R,I,TSS1500,shore,TSS1500-shore,chr1:171810467-171811325,,,,,rs28411002,0.487948479,0.559553807
cg25165199,RCBTB2,17.22498228,1.12E-57,0.800869329,13,49107693,F,II,TSS1500,shore,TSS1500-shore,chr13:49106411-49107463,,,,,rs74074915,0.167471694,0.799335243
cg20114394,FSTL1,17.22198611,1.16E-57,0.851476421,3,120170441,R,II,TSS1500,island,TSS1500-island,chr3:120169202-120170519,TRUE,,,,,0.162064289,0.815077916
cg15484532,AJAP1,17.21948902,1.20E-57,0.884963453,1,4714171,F,I,TSS1500,island,TSS1500-island,chr1:4713989-4716555,,,,,rs6689060,0.29126142,0.411204459
cg01310120,MIR145,17.20760716,1.40E-57,0.841611597,5,148810103,F,II,TSS200,opensea,TSS200-opensea,,TRUE,TRUE,,,,0.262105183,0.527626087
cg07792478,MIR124-2,17.20321039,1.49E-57,0.8288,8,65290484,F,I,TSS1500,island,TSS1500-island,chr8:65290108-65290946,,,,,,0.408226234,0.542718441
cg05158615,NPY,17.19105629,1.74E-57,0.874726648,7,24323559,R,II,TSS1500,island,TSS1500-island,chr7:24323558-24325080,,,,,,0.421661393,0.549618971
cg02653521,GPC1,17.14376999,3.21E-57,0.877032936,2,241373820,F,II,TSS1500,shore,TSS1500-shore,chr2:241374410-241376320,,,,rs79537755,,0.15324057,0.878025483
cg08235970,PAX7,17.11230432,4.83E-57,0.844336471,1,18957023,F,II,TSS1500,island,TSS1500-island,chr1:18956895-18959829,,TRUE,,,,0.349596171,0.560919909
cg10227358,ALOX15,17.0988632,5.75E-57,0.894351464,17,4545146,R,II,TSS200,shore,TSS200-shore,chr17:4542715-4544934,,,,,,0.374068164,0.485500498
cg00465319,MYLK,17.09828084,5.79E-57,0.850574713,3,123339568,R,II,TSS200,opensea,TSS200-opensea,,,,,,,0.267705554,0.814684125
cg07139301,SLC2A2,17.09637983,5.94E-57,0.924731183,3,170746207,R,I,TSS1500,island,TSS1500-island,chr3:170746072-170746292,TRUE,TRUE,,,,0.378517394,0.411317125
cg19407095,SOX1,17.09129813,6.34E-57,0.865649121,13,112721778,R,II,TSS200,island,TSS200-island,chr13:112720564-112723582,,,,,,0.306501349,0.465522922
cg17154724,DNM3,17.08107721,7.24E-57,0.913043478,1,171810322,R,I,TSS1500,shore,TSS1500-shore,chr1:171810467-171811325,,,,,,0.499878929,0.550502232
cg19597382,POU4F2,17.06818573,8.55E-57,0.914518318,4,147559423,R,I,TSS1500,island,TSS1500-island,chr4:147559205-147561901,TRUE,,,,rs13112057,0.347641368,0.373974131
cg15272362,VSX1,17.03983062,1.23E-56,0.884239888,20,25062823,R,I,TSS200,island,TSS200-island,chr20:25061761-25062928,TRUE,,,,,0.347968544,0.455958215
cg22070406,ST8SIA3,17.02132625,1.57E-56,0.903328051,18,55019708,R,II,TSS200,island,TSS200-island,chr18:55019707-55021605,,,,,,0.358188047,0.445283045
cg00414835,GDF10,17.00924448,1.83E-56,0.87874465,10,48439452,F,II,TSS1500,shore,TSS1500-shore,chr10:48438411-48439320,,,,,,0.272847511,0.664573161
cg08657492,HOXA4,17.00351209,1.97E-56,0.86447578,7,27170832,F,II,TSS1500,shore,TSS1500-shore,chr7:27169572-27170638,TRUE,TRUE,,rs73288595,,0.350164908,0.568639899
cg24811864,ST8SIA3,17.00098616,2.04E-56,0.88244952,18,55019711,R,II,TSS200,island,TSS200-island,chr18:55019707-55021605,,,,,,0.367492353,0.487783478
cg01715455,VSX1,17.00086687,2.04E-56,0.883786317,20,25062827,R,I,TSS200,island,TSS200-island,chr20:25061761-25062928,TRUE,,,,,0.299312803,0.411253527
cg10823844,FGFR1,16.98233206,2.59E-56,0.854702392,8,38326702,R,II,TSS1500,shore,TSS1500-shore,chr8:38325091-38326374,,,,,,0.218185755,0.78649514
cg22249529,KLHDC7B,16.98195709,2.60E-56,0.890939382,22,50985797,F,I,TSS1500,island,TSS1500-island,chr22:50984972-50988141,,,,,,0.26573735,0.689470772
cg06942814,HOXA4,16.978462,2.72E-56,0.808561839,7,27170819,F,I,TSS1500,shore,TSS1500-shore,chr7:27169572-27170638,TRUE,TRUE,,,,0.269568429,0.530653322
cg15140703,STAG3,16.95379205,3.75E-56,0.90260631,7,99775532,R,I,TSS200,island,TSS200-island,chr7:99774733-99775583,,,high-CpG:99613314-99613542,,,0.366443434,0.394852803
cg24302235,SLC2A2,16.94006334,4.47E-56,0.933047415,3,170746073,R,II,TSS1500,island,TSS1500-island,chr3:170746072-170746292,TRUE,TRUE,,,,0.412448355,0.531727213
cg13564742,FOXE1,16.93585763,4.72E-56,0.885793872,9,100614879,F,II,TSS1500,shore,TSS1500-shore,chr9:100615234-100617510,,,,,,0.361788532,0.532811254
cg02792792,CDO1,16.92536981,5.40E-56,0.891747248,5,115152420,R,II,TSS200,island,TSS200-island,chr5:115151348-115152713,,,,,,0.405406826,0.452283276
cg05093169,PHOX2A,16.88266499,9.36E-56,0.903424056,11,71955401,F,II,TSS200,island,TSS200-island,chr11:71954816-71955659,TRUE,,high-CpG:71632849-71633118,,,0.381419307,0.46884056
cg09656389,PAX6,16.87717411,1.00E-55,0.843979742,11,31839790,F,I,TSS1500,island,TSS1500-island,chr11:31839363-31839813,,,,,,0.327244551,0.522071313
cg17657179,HAS1,16.86140479,1.23E-55,0.81742001,19,52227309,R,I,TSS200,opensea,TSS200-opensea,,,,,,,0.300200119,0.439404497
cg17717124,TCL1A,16.85223479,1.38E-55,0.859032456,14,96180847,F,II,TSS1500,island,TSS1500-island,chr14:96180256-96180848,,,,,,0.32602851,0.615339452
cg08510658,GCM2,16.82748297,1.90E-55,0.913043478,6,10882927,R,II,TSS1500,island,TSS1500-island,chr6:10882926-10883149,,,,,,0.327534111,0.39641995
cg22802813,USP44,16.81279277,2.30E-55,0.898052416,12,95942761,F,I,TSS200,island,TSS200-island,chr12:95941906-95942979,TRUE,,,,,0.36002865,0.429729427
cg23207990,SFRP2,16.80399947,2.57E-55,0.885793872,4,154710535,R,I,TSS1500,island,TSS1500-island,chr4:154709512-154710827,,,,,,0.352769561,0.385751425
cg16459364,NEFM,16.80164744,2.65E-55,0.910081744,8,24771125,R,I,TSS200,island,TSS200-island,chr8:24770908-24772547,TRUE,,,,,0.29099276,0.352018963
cg10379890,IRF4,16.783458,3.35E-55,0.931909212,6,391208,R,II,TSS1500,island,TSS1500-island,chr6:391188-393790,,,,,,0.400059076,0.47263889
cg04452959,ENPP2,16.75400859,4.88E-55,0.891966759,8,120651190,R,II,TSS200,opensea,TSS200-opensea,,TRUE,TRUE,,,,0.434395309,0.453194513
cg11199713,SOX1,16.73099859,6.56E-55,0.804185351,13,112721773,R,II,TSS200,island,TSS200-island,chr13:112720564-112723582,,,,,,0.295370319,0.435069333
