Model,ID1,ID2,ID3,ID4,average_accuracy,AUC,f1_score,AVG_accuracy,AVG_AUC,AVG_f1_score,,,Cluster1,Cluster2,Cluster3,Cluster4
Decision Tree,cg24848035,cg14502484,cg00421624,cg06274159,0.975280899,0.929888806,0.986198243,0.978876405,0.935651663,0.988215696,,,,,,
Decision Tree,cg27494647,cg19619405,cg04574090,cg14231297,0.973033708,0.938014541,0.98488665,0.972134832,0.935635625,0.984396321,,,,,,
Decision Tree,cg27494647,cg19619405,cg00421624,cg14231297,0.968539326,0.938014541,0.98488665,0.971235955,0.935635625,0.984390122,,,,,,
Decision Tree,cg09293816,cg14502484,cg00421624,cg24604013,0.968539326,0.928632524,0.984924623,0.974382023,0.935518016,0.986172726,,,,,,
Decision Tree,cg09293816,cg03520644,cg04574090,cg14231297,0.982022472,0.948652839,0.986128625,0.976179775,0.935266759,0.985939074,,,,,,
Decision Tree,cg26405020,cg19619405,cg13545212,cg14231297,0.97752809,0.939270822,0.986163522,0.975280899,0.935266759,0.985929716,,,,,,
Decision Tree,cg07445246,cg19619405,cg13545212,cg14231297,0.968539326,0.92486368,0.981084489,0.975280899,0.935266759,0.985925653,,,,,,
Decision Tree,cg24848035,cg22881914,cg13545212,cg14231297,0.979775281,0.940527104,0.987437186,0.978426966,0.93514915,0.987721144,,,,,,
Decision Tree,cg07445246,cg10266490,cg17152757,cg14231297,0.970786517,0.919250508,0.984962406,0.97752809,0.93514915,0.987719416,,,,,,
Logistic Regression,cg07445246,cg14502484,cg00421624,cg24604013,0.979775281,0.923019352,0.988764045,0.977977528,0.93514915,0.987714385,,,,,,
Decision Tree,cg07445246,cg22881914,cg17152757,cg14231297,0.966292135,0.904843366,0.979899497,0.974831461,0.935015503,0.985679109,,,,,,
Decision Tree,cg18710784,cg19619405,cg04574090,cg14231297,0.973033708,0.917994226,0.983688833,0.974831461,0.935015503,0.985680051,,,,,,
Decision Tree,cg01158680,cg22881914,cg13545212,cg14231297,0.97752809,0.959291137,0.987373737,0.974382023,0.935015503,0.985679275,,,,,,
Decision Tree,cg07445246,cg03520644,cg05863502,cg14231297,0.97752809,0.938014541,0.98488665,0.978426966,0.934897894,0.987457192,,,,,,
Decision Tree,cg24848035,cg19619405,cg04574090,cg01146232,0.966292135,0.928632524,0.984924623,0.976179775,0.934897894,0.987462803,,,,,,
Decision Tree,cg01158680,cg22881914,cg17152757,cg14231297,0.970786517,0.926119962,0.982367758,0.974382023,0.934764247,0.985424991,,,,,,
Decision Tree,cg24848035,cg14502484,cg17152757,cg06274159,0.97752809,0.940527104,0.987437186,0.977078652,0.934646638,0.987199225,,,,,,
Decision Tree,cg26405020,cg10266490,cg13545212,cg14231297,0.975280899,0.939270822,0.986163522,0.977078652,0.934646637,0.987214704,,,,,,
Decision Tree,cg26405020,cg14502484,cg13545212,cg14231297,0.975280899,0.94990912,0.987405542,0.976629214,0.934646637,0.98720852,,,,,,
Decision Tree,cg24848035,cg14502484,cg13545212,cg06274159,0.979775281,0.939270822,0.986163522,0.977977528,0.934646637,0.987201627,,,,,,
Decision Tree,cg24848035,cg16294013,cg17152757,cg16126280,0.975280899,0.921763071,0.9875,0.979775281,0.934529028,0.989000384,,,,,,
Decision Tree,cg04037038,cg19619405,cg00421624,cg14231297,0.973033708,0.958034855,0.986093552,0.973033708,0.934512991,0.98517315,,,,,,
Decision Tree,cg18710784,cg19619405,cg05863502,cg14231297,0.982022472,0.938014541,0.98488665,0.975280899,0.934512991,0.985163884,,,,,,
Decision Tree,cg04037038,cg09554951,cg00421624,cg14231297,0.982022472,0.972441997,0.991172762,0.973033708,0.93451299,0.985194797,,,,,,
Decision Tree,cg18710784,cg16294013,cg04574090,cg14231297,0.97752809,0.928632524,0.984924623,0.974382023,0.93451299,0.985166114,,,,,,
Decision Tree,cg18710784,cg19619405,cg13545212,cg14231297,0.973033708,0.936758259,0.983606557,0.973932584,0.93451299,0.985154351,,,,,,
Decision Tree,cg24848035,cg16294013,cg00421624,cg24604013,0.968539326,0.906099647,0.981179423,0.977078652,0.934395381,0.986955305,,,,,,
Decision Tree,cg07445246,cg16294013,cg05863502,cg24604013,0.973033708,0.919250508,0.984962406,0.976629214,0.934395381,0.986951588,,,,,,
Decision Tree,cg26405020,cg19619405,cg13545212,cg24604013,0.968539326,0.955522292,0.983523447,0.969438202,0.934379344,0.983105164,,,,,,
Decision Tree,cg24848035,cg03520644,cg17152757,cg13267264,0.975280899,0.951165401,0.988679245,0.978876405,0.934277772,0.988737443,,,,,,
Decision Tree,cg09293816,cg10266490,cg13545212,cg14231297,0.975280899,0.940527104,0.987437186,0.975730337,0.934144125,0.986706543,,,,,,
Decision Tree,cg24848035,cg03520644,cg13545212,cg24604013,0.973033708,0.947396557,0.984848485,0.976179775,0.934144125,0.986697089,,,,,,
Decision Tree,cg26405020,cg10266490,cg05863502,cg14231297,0.975280899,0.929888806,0.986198243,0.976179775,0.934144125,0.986697679,,,,,,
Decision Tree,cg24848035,cg03520644,cg05863502,cg24604013,0.966292135,0.935501978,0.982323232,0.975730337,0.934144125,0.98669215,,,,,,
Decision Tree,cg24848035,cg19619405,cg17152757,cg16126280,0.97752809,0.921763071,0.9875,0.979325843,0.934026516,0.988484211,,,,,,
Decision Tree,cg24848035,cg16294013,cg17152757,cg01146232,0.97752809,0.929888806,0.986198243,0.979775281,0.934026515,0.988481651,,,,,,
Decision Tree,cg04037038,cg22881914,cg00421624,cg14231297,0.97752809,0.959291137,0.987373737,0.97258427,0.934010478,0.984668024,,,,,,
Decision Tree,cg27494647,cg19619405,cg05863502,cg14231297,0.97752809,0.959291137,0.987373737,0.97258427,0.934010478,0.98465758,,,,,,
Decision Tree,cg26405020,cg03520644,cg05863502,cg14231297,0.984269663,0.969929434,0.988621997,0.976629214,0.933892869,0.986452319,,,,,,
Decision Tree,cg24848035,cg14502484,cg13545212,cg16126280,0.979775281,0.941783385,0.988707654,0.978876405,0.933775259,0.988228631,,,,,,
Decision Tree,cg26405020,cg03520644,cg04574090,cg14231297,0.973033708,0.960547418,0.988650694,0.973932584,0.933641612,0.986205632,,,,,,
Logistic Regression,cg07445246,cg09554951,cg05863502,cg24604013,0.975280899,0.911124773,0.986267166,0.974831461,0.933641612,0.986188494,,,,,,
Logistic Regression,cg24848035,cg10266490,cg00421624,cg24604013,0.975280899,0.911124773,0.986267166,0.977977528,0.933524003,0.98797546,,,,,,
Decision Tree,cg09293816,cg14502484,cg05863502,cg14231297,0.986516854,0.943039666,0.989974937,0.979325843,0.933524003,0.987975979,,,,,,
Decision Tree,cg18710784,cg14502484,cg05863502,cg14231297,0.975280899,0.963059981,0.991194969,0.973033708,0.933390356,0.985934378,,,,,,
Decision Tree,cg18710784,cg10266490,cg05863502,cg14231297,0.982022472,0.940527104,0.987437186,0.975730337,0.933390356,0.98594264,,,,,,
Decision Tree,cg24848035,cg22881914,cg17152757,cg13267264,0.973033708,0.919250508,0.984962406,0.977977528,0.933272747,0.987718134,,,,,,
Logistic Regression,cg24848035,cg10266490,cg00421624,cg14231297,0.973033708,0.891104458,0.985074627,0.977977528,0.933272746,0.987736802,,,,,,
Decision Tree,cg04037038,cg14502484,cg17152757,cg24604013,0.966292135,0.92486368,0.981084489,0.971235955,0.933256709,0.983881364,,,,,,
Decision Tree,cg04037038,cg10266490,cg05863502,cg14231297,0.97752809,0.94990912,0.987405542,0.974382023,0.9331391,0.985681446,,,,,,
Decision Tree,cg26405020,cg19619405,cg00421624,cg14231297,0.970786517,0.926119962,0.982367758,0.974831461,0.9331391,0.98567847,,,,,,
Decision Tree,cg04037038,cg09554951,cg04574090,cg14231297,0.975280899,0.917994226,0.983688833,0.975280899,0.9331391,0.98570807,,,,,,
Decision Tree,cg24848035,cg19619405,cg04574090,cg13267264,0.968539326,0.947396557,0.984848485,0.973483146,0.9331391,0.985684002,,,,,,
Decision Tree,cg27494647,cg14502484,cg17152757,cg14231297,0.975280899,0.928632524,0.984924623,0.974831461,0.9331391,0.98567899,,,,,,
Decision Tree,cg07445246,cg22881914,cg05863502,cg24604013,0.975280899,0.941783385,0.988707654,0.976629214,0.93302149,0.98746912,,,,,,
Decision Tree,cg27494647,cg16294013,cg04574090,cg14231297,0.973033708,0.938014541,0.98488665,0.970786517,0.933005453,0.983632864,,,,,,
Decision Tree,cg27494647,cg16294013,cg00421624,cg14231297,0.964044944,0.927376243,0.983647799,0.969438202,0.933005453,0.983624934,,,,,,
Decision Tree,cg01158680,cg03520644,cg04574090,cg14231297,0.968539326,0.916737945,0.98241206,0.973932584,0.932887843,0.98543459,,,,,,
Decision Tree,cg24848035,cg14502484,cg04574090,cg13267264,0.975280899,0.929888806,0.986198243,0.977078652,0.932770234,0.98720813,,,,,,
Decision Tree,cg04037038,cg03520644,cg05863502,cg14231297,0.979775281,0.969929434,0.988621997,0.973483146,0.932636587,0.985188118,,,,,,
Decision Tree,cg18710784,cg16294013,cg13545212,cg14231297,0.970786517,0.944883994,0.982278481,0.970337079,0.93250294,0.983121869,,,,,,
Decision Tree,cg27494647,cg16294013,cg05863502,cg14231297,0.97752809,0.959291137,0.987373737,0.973033708,0.932385331,0.984919684,,,,,,
Decision Tree,cg01158680,cg19619405,cg00421624,cg14231297,0.964044944,0.914225382,0.979848866,0.973033708,0.932385331,0.984917834,,,,,,
Decision Tree,cg24848035,cg19619405,cg04574090,cg16126280,0.984269663,0.939270822,0.986163522,0.977977528,0.932267722,0.986707285,,,,,,
Decision Tree,cg18710784,cg10266490,cg13545212,cg14231297,0.973033708,0.928632524,0.984924623,0.976179775,0.932267721,0.986714154,,,,,,
Decision Tree,cg07445246,cg16294013,cg04574090,cg14231297,0.973033708,0.916737945,0.98241206,0.976629214,0.932016465,0.986456922,,,,,,
Decision Tree,cg24848035,cg09554951,cg17152757,cg16126280,0.984269663,0.921763071,0.9875,0.980224719,0.931898856,0.988244304,,,,,,
Decision Tree,cg01158680,cg22881914,cg05863502,cg14231297,0.979775281,0.960547418,0.988650694,0.972134832,0.931882819,0.984415723,,,,,,
Logistic Regression,cg07445246,cg14502484,cg05863502,cg24604013,0.973033708,0.909868491,0.985,0.975280899,0.931765209,0.986197441,,,,,,
Decision Tree,cg09293816,cg10266490,cg05863502,cg14231297,0.968539326,0.90861221,0.983729662,0.974831461,0.931765209,0.986203595,,,,,,
Decision Tree,cg24848035,cg22881914,cg17152757,cg16126280,0.973033708,0.919250508,0.984962406,0.978426966,0.9316476,0.987988534,,,,,,
Decision Tree,cg18710784,cg10266490,cg17152757,cg13267264,0.966292135,0.930476852,0.97715736,0.973033708,0.931631562,0.984130711,,,,,,
Decision Tree,cg04037038,cg22881914,cg17152757,cg14231297,0.970786517,0.938014541,0.98488665,0.974382023,0.931513953,0.985960329,,,,,,
Decision Tree,cg09293816,cg16294013,cg13545212,cg14231297,0.966292135,0.926119962,0.982367758,0.974382023,0.931513953,0.985952206,,,,,,
Decision Tree,cg22877509,cg19619405,cg05863502,cg14231297,0.979775281,0.938014541,0.98488665,0.976179775,0.931513953,0.985946701,,,,,,
Decision Tree,cg09293816,cg19619405,cg13545212,cg14231297,0.973033708,0.938014541,0.98488665,0.974831461,0.931513953,0.985943688,,,,,,
Decision Tree,cg27494647,cg14502484,cg05863502,cg14231297,0.97752809,0.963059981,0.991194969,0.973483146,0.931513953,0.985948338,,,,,,
Decision Tree,cg27494647,cg09554951,cg13545212,cg14231297,0.984269663,0.931145087,0.987468672,0.976179775,0.931513953,0.985947823,,,,,,
Decision Tree,cg26405020,cg09554951,cg05863502,cg14231297,0.97752809,0.936758259,0.983606557,0.976179775,0.931513952,0.985948043,,,,,,
Decision Tree,cg07445246,cg09554951,cg00421624,cg24604013,0.968539326,0.899230194,0.983770287,0.97752809,0.931396343,0.987735016,,,,,,
Logistic Regression,cg07445246,cg19619405,cg00421624,cg24604013,0.975280899,0.901742756,0.98630137,0.978426966,0.931396343,0.987734413,,,,,,
Decision Tree,cg24848035,cg22881914,cg13545212,cg24604013,0.97752809,0.926119962,0.982367758,0.976179775,0.931262697,0.98568411,,,,,,
Decision Tree,cg04037038,cg09554951,cg13545212,cg14231297,0.979775281,0.951165401,0.988679245,0.974382023,0.931262696,0.985704599,,,,,,
Decision Tree,cg04037038,cg10266490,cg04574090,cg14231297,0.975280899,0.939270822,0.986163522,0.974382023,0.931262696,0.985692886,,,,,,
Decision Tree,cg24848035,cg10266490,cg17152757,cg06274159,0.970786517,0.916737945,0.98241206,0.977977528,0.931145087,0.987464691,,,,,,
Decision Tree,cg24848035,cg10266490,cg04574090,cg14231297,0.970786517,0.887335614,0.981273408,0.978426966,0.931145087,0.987487732,,,,,,
Decision Tree,cg24848035,cg22881914,cg04574090,cg24604013,0.975280899,0.923607399,0.97979798,0.976179775,0.93101144,0.98542116,,,,,,
Decision Tree,cg04037038,cg22881914,cg05863502,cg14231297,0.979775281,0.969929434,0.988621997,0.973932584,0.93101144,0.985455299,,,,,,
Decision Tree,cg01158680,cg10266490,cg05863502,cg14231297,0.97752809,0.939270822,0.986163522,0.974382023,0.93101144,0.98544074,,,,,,
Decision Tree,cg07445246,cg09554951,cg04574090,cg14231297,0.975280899,0.928632524,0.984924623,0.97752809,0.930893831,0.987226702,,,,,,
Decision Tree,cg07445246,cg22881914,cg13545212,cg14231297,0.973033708,0.936758259,0.983606557,0.973932584,0.930760184,0.985198825,,,,,,
Decision Tree,cg07445246,cg14502484,cg13545212,cg14231297,0.966292135,0.906099647,0.981179423,0.973483146,0.930760184,0.985179774,,,,,,
Decision Tree,cg24848035,cg19619405,cg05863502,cg01146232,0.966292135,0.906099647,0.981179423,0.976629214,0.930642575,0.986967191,,,,,,
Decision Tree,cg01158680,cg03520644,cg05863502,cg14231297,0.979775281,0.969929434,0.988621997,0.973033708,0.930508928,0.984936626,,,,,,
Decision Tree,cg22877509,cg14502484,cg17152757,cg14231297,0.957303371,0.894205068,0.978670013,0.972134832,0.930508928,0.984930404,,,,,,
Decision Tree,cg18710784,cg03520644,cg13545212,cg14231297,0.973033708,0.959291137,0.987373737,0.972134832,0.930508928,0.984918677,,,,,,
Logistic Regression,cg07445246,cg16294013,cg17152757,cg24604013,0.975280899,0.911124773,0.986267166,0.977078652,0.930391318,0.986716954,,,,,,
Decision Tree,cg24848035,cg09554951,cg00421624,cg24604013,0.966292135,0.895461349,0.979949875,0.976629214,0.930391318,0.986717542,,,,,,
Decision Tree,cg04037038,cg10266490,cg13545212,cg14231297,0.97752809,0.940527104,0.987437186,0.976179775,0.930391318,0.986724121,,,,,,
Decision Tree,cg24848035,cg14502484,cg05863502,cg13267264,0.968539326,0.919250508,0.984962406,0.975280899,0.930391318,0.986709846,,,,,,
Decision Tree,cg27494647,cg10266490,cg05863502,cg14231297,0.979775281,0.94990912,0.987405542,0.973033708,0.930257671,0.984676506,,,,,,
Decision Tree,cg22877509,cg16294013,cg17152757,cg14231297,0.964044944,0.892948786,0.977386935,0.973483146,0.930257671,0.98467014,,,,,,
Decision Tree,cg22877509,cg16294013,cg05863502,cg14231297,0.970786517,0.936758259,0.983606557,0.97258427,0.930257671,0.98466783,,,,,,
Decision Tree,cg26405020,cg16294013,cg17152757,cg24604013,0.966292135,0.922351117,0.978508217,0.973483146,0.930257671,0.984657394,,,,,,
Decision Tree,cg27494647,cg03520644,cg05863502,cg14231297,0.979775281,0.960547418,0.988650694,0.97258427,0.930257671,0.984682039,,,,,,
Decision Tree,cg09293816,cg16294013,cg04574090,cg14231297,0.968539326,0.92486368,0.981084489,0.973033708,0.930257671,0.984672948,,,,,,
Decision Tree,cg07445246,cg22881914,cg17152757,cg24604013,0.982022472,0.951165401,0.988679245,0.976179775,0.930140062,0.986461499,,,,,,
Logistic Regression,cg07445246,cg03520644,cg05863502,cg24604013,0.975280899,0.911124773,0.986267166,0.975280899,0.930140062,0.986457851,,,,,,
Decision Tree,cg07445246,cg03520644,cg17152757,cg24604013,0.961797753,0.915481664,0.981132075,0.974831461,0.930140062,0.986454624,,,,,,
Decision Tree,cg24848035,cg09554951,cg17152757,cg01146232,0.97752809,0.929888806,0.986198243,0.979325843,0.930022453,0.988250507,,,,,,
Decision Tree,cg24848035,cg03520644,cg17152757,cg01146232,0.97752809,0.94990912,0.987405542,0.978876405,0.930022453,0.988239966,,,,,,
Decision Tree,cg27494647,cg16294013,cg17152757,cg14231297,0.964044944,0.916737945,0.98241206,0.971235955,0.930006415,0.984412287,,,,,,
Decision Tree,cg01158680,cg10266490,cg17152757,cg13267264,0.952808989,0.929220571,0.975857687,0.971235955,0.930006415,0.984383453,,,,,,
Logistic Regression,cg24848035,cg10266490,cg05863502,cg06274159,0.975280899,0.911124773,0.986267166,0.975730337,0.929888806,0.986201199,,,,,,
Decision Tree,cg07445246,cg03520644,cg13545212,cg14231297,0.975280899,0.938014541,0.98488665,0.975730337,0.929888806,0.986207794,,,,,,
Decision Tree,cg24848035,cg19619405,cg05863502,cg13267264,0.961797753,0.906099647,0.981179423,0.974382023,0.929888806,0.986212868,,,,,,
Decision Tree,cg18710784,cg10266490,cg04574090,cg14231297,0.970786517,0.920506789,0.986232791,0.974382023,0.929888806,0.98620493,,,,,,
Logistic Regression,cg07445246,cg14502484,cg17152757,cg24604013,0.973033708,0.909868491,0.985,0.976179775,0.929888806,0.986201951,,,,,,
Decision Tree,cg22877509,cg09554951,cg04574090,cg14231297,0.97752809,0.951165401,0.988679245,0.974831461,0.929888805,0.986223393,,,,,,
Decision Tree,cg24848035,cg22881914,cg17152757,cg01146232,0.97752809,0.929888806,0.986198243,0.978426966,0.92951994,0.987730691,,,,,,
Decision Tree,cg18710784,cg22881914,cg05863502,cg14231297,0.975280899,0.959291137,0.987373737,0.970786517,0.929503903,0.983908327,,,,,,
Decision Tree,cg04037038,cg03520644,cg04574090,cg14231297,0.968539326,0.947396557,0.984848485,0.973483146,0.929386293,0.985714317,,,,,,
Decision Tree,cg26405020,cg10266490,cg00421624,cg14231297,0.975280899,0.941783385,0.988707654,0.973483146,0.929386293,0.985698549,,,,,,
Decision Tree,cg22877509,cg14502484,cg04574090,cg14231297,0.982022472,0.93365765,0.99,0.974382023,0.929386293,0.985697052,,,,,,
Decision Tree,cg04037038,cg03520644,cg13545212,cg14231297,0.975280899,0.938014541,0.98488665,0.974831461,0.929386293,0.985695315,,,,,,
Decision Tree,cg01158680,cg16294013,cg13545212,cg24604013,0.975280899,0.940527104,0.987437186,0.973932584,0.929386293,0.985693535,,,,,,
Decision Tree,cg22877509,cg19619405,cg04574090,cg14231297,0.973033708,0.916737945,0.98241206,0.975280899,0.929386293,0.985702175,,,,,,
Decision Tree,cg27494647,cg22881914,cg00421624,cg14231297,0.975280899,0.958034855,0.986093552,0.96764045,0.929370255,0.981855518,,,,,,
Decision Tree,cg24848035,cg22881914,cg05863502,cg24604013,0.973033708,0.917994226,0.983688833,0.974382023,0.929135037,0.985438969,,,,,,
Decision Tree,cg24848035,cg10266490,cg13545212,cg13267264,0.970786517,0.935501978,0.982323232,0.974382023,0.929135037,0.985430391,,,,,,
Decision Tree,cg07445246,cg14502484,cg05863502,cg01146232,0.970786517,0.90861221,0.983729662,0.977078652,0.929017428,0.987221242,,,,,,
Decision Tree,cg09293816,cg22881914,cg05863502,cg14231297,0.97752809,0.94990912,0.987405542,0.973483146,0.928883781,0.985197132,,,,,,
Decision Tree,cg09293816,cg22881914,cg13545212,cg14231297,0.968539326,0.946140276,0.983565107,0.973033708,0.928883781,0.985191996,,,,,,
Decision Tree,cg26405020,cg14502484,cg00421624,cg24604013,0.97752809,0.939270822,0.986163522,0.973932584,0.928883781,0.985177198,,,,,,
Logistic Regression,cg24848035,cg14502484,cg00421624,cg13267264,0.979775281,0.913637336,0.98879203,0.975730337,0.928766171,0.986970351,,,,,,
Decision Tree,cg22877509,cg22881914,cg05863502,cg14231297,0.975280899,0.94990912,0.987405542,0.97258427,0.928632524,0.984930511,,,,,,
Decision Tree,cg18710784,cg14502484,cg00421624,cg14231297,0.982022472,0.929888806,0.986198243,0.974382023,0.928632524,0.984924257,,,,,,
Decision Tree,cg07445246,cg03520644,cg00421624,cg14231297,0.968539326,0.907355929,0.98245614,0.976179775,0.928514915,0.986722544,,,,,,
Decision Tree,cg09293816,cg03520644,cg13545212,cg14231297,0.973033708,0.94990912,0.987405542,0.974831461,0.928263659,0.986474954,,,,,,
Decision Tree,cg24848035,cg19619405,cg05863502,cg06274159,0.961797753,0.906099647,0.981179423,0.974831461,0.928263659,0.986469046,,,,,,
Decision Tree,cg24848035,cg14502484,cg13545212,cg13267264,0.975280899,0.916737945,0.98241206,0.977078652,0.928263659,0.986463221,,,,,,
Decision Tree,cg24848035,cg14502484,cg00421624,cg01146232,0.968539326,0.936758259,0.983606557,0.975280899,0.928263658,0.986458891,,,,,,
Decision Tree,cg24848035,cg10266490,cg17152757,cg16126280,0.970786517,0.90861221,0.983729662,0.978876405,0.928146049,0.98824582,,,,,,
Decision Tree,cg26405020,cg10266490,cg17152757,cg24604013,0.961797753,0.923607399,0.97979798,0.971685393,0.928130012,0.984409818,,,,,,
